date,state,positive_raw,positive,total
2020-08-23,Київська,64,64,800
2020-08-24,Київська,47,47,800
2020-08-25,Київська,46,46,1408
2020-08-26,Київська,78,78,817
2020-08-27,Київська,125,125,1096
2020-08-28,Київська,163,163,1738
2020-08-29,Київська,80,80,1312
2020-08-30,Київська,112,112,1280
2020-08-31,Київська,224,224,1960
2020-09-01,Київська,150,150,1351
2020-09-02,Київська,189,189,1503
2020-09-03,Київська,293,293,1690
2020-09-04,Київська,171,171,1890
2020-09-05,Київська,192,192,1284
2020-09-06,Київська,159,159,1032
2020-09-07,Київська,207,207,1193
2020-09-08,Київська,246,246,1454
2020-09-09,Київська,263,263,1319
2020-09-10,Київська,315,315,1362
2020-09-11,Київська,282,282,1791
2020-09-12,Київська,162,162,1414
2020-09-13,Київська,199,199,1232
2020-09-14,Київська,300,300,1574
2020-09-15,Київська,230,230,1691
2020-09-16,Київська,198,198,1577
2020-09-17,Київська,292,292,1931
2020-09-18,Київська,195,195,1964
2020-09-19,Київська,202,202,1144
2020-09-20,Київська,278,278,1318
2020-09-21,Київська,223,223,1545
2020-09-22,Київська,198,198,1859
2020-09-23,Київська,260,260,1783
2020-09-24,Київська,261,261,1746
2020-09-25,Київська,224,224,2047
2020-09-26,Київська,176,176,1512
2020-09-27,Київська,313,313,1450
2020-09-28,Київська,248,248,1455
2020-09-29,Київська,253,253,1542
2020-09-30,Київська,232,232,1366
2020-10-01,Київська,262,262,1626
2020-10-02,Київська,208,208,1667
2020-10-03,Київська,247,247,1353
2020-10-04,Київська,282,282,1274
2020-10-05,Київська,281,281,1766
2020-10-06,Київська,274,274,1953
2020-10-07,Київська,180,180,1894
2020-10-08,Київська,286,286,1719
2020-10-09,Київська,178,178,1778
2020-10-10,Київська,168,168,1538
2020-10-11,Київська,165,165,1578
2020-10-12,Київська,195,195,1770
2020-10-13,Київська,155,155,2034
2020-10-14,Київська,135,135,1874
2020-10-15,Київська,136,136,1834
2020-10-16,Київська,127,127,1622
2020-10-17,Київська,72,73,1738
2020-10-18,Київська,44,45,1152
2020-10-19,Київська,106,112,1964
2020-10-20,Київська,104,113,1953
2020-10-21,Київська,75,83,1985
2020-10-22,Київська,108,123,2477
2020-10-24,Київська,115,145,1700
2020-10-25,Київська,93,129,1916
2020-10-26,Київська,110,174,2679
2020-10-27,Київська,65,121,2263
2020-10-28,Київська,53,124,2081
2020-10-29,Київська,51,147,2309
2020-10-30,Київська,52,169,2313
2020-10-31,Київська,39,168,1736
2020-11-01,Київська,55,166,2164
2020-11-02,Київська,106,165,2365
2020-11-03,Київська,50,163,2506
2020-03-28,Кіровоградська,4,4,36
2020-03-30,Кіровоградська,0,0,108
2020-03-31,Кіровоградська,2,2,72
2020-04-01,Кіровоградська,1,1,72
2020-04-02,Кіровоградська,8,8,30
2020-04-03,Кіровоградська,0,0,15
2020-04-04,Кіровоградська,22,22,87
2020-04-05,Кіровоградська,4,4,18
2020-04-06,Кіровоградська,12,12,63
2020-04-07,Кіровоградська,3,3,42
2020-04-08,Кіровоградська,21,21,84
2020-04-09,Кіровоградська,4,4,75
2020-04-10,Кіровоградська,24,24,72
2020-04-11,Кіровоградська,12,12,60
2020-04-12,Кіровоградська,24,24,78
2020-04-13,Кіровоградська,2,2,15
2020-04-14,Кіровоградська,48,48,177
2020-04-15,Кіровоградська,6,6,63
2020-04-16,Кіровоградська,20,20,132
2020-04-17,Кіровоградська,17,17,144
2020-04-18,Кіровоградська,11,11,105
2020-04-19,Кіровоградська,1,1,6
2020-04-20,Кіровоградська,1,1,96
2020-04-21,Кіровоградська,4,4,99
2020-04-22,Кіровоградська,7,7,117
2020-04-23,Кіровоградська,25,25,228
2020-04-24,Кіровоградська,29,29,216
2020-04-25,Кіровоградська,11,11,153
2020-04-26,Кіровоградська,14,14,99
2020-04-27,Кіровоградська,20,20,102
2020-04-28,Кіровоградська,20,20,192
2020-04-29,Кіровоградська,14,14,162
2020-04-30,Кіровоградська,1,1,185
2020-05-01,Кіровоградська,2,2,255
2020-05-02,Кіровоградська,3,3,215
2020-05-03,Кіровоградська,4,4,125
2020-05-04,Кіровоградська,0,0,195
2020-05-05,Кіровоградська,1,1,260
2020-05-06,Кіровоградська,1,1,205
2020-05-07,Кіровоградська,5,5,315
2020-05-08,Кіровоградська,3,3,365
2020-05-09,Кіровоградська,5,5,225
2020-05-10,Кіровоградська,4,4,75
2020-05-11,Кіровоградська,5,5,65
2020-05-12,Кіровоградська,3,3,110
2020-05-13,Кіровоградська,4,4,165
2020-05-14,Кіровоградська,5,5,105
2020-05-15,Кіровоградська,4,4,70
2020-05-16,Кіровоградська,2,2,136
2020-05-17,Кіровоградська,2,2,32
2020-05-18,Кіровоградська,0,0,48
2020-05-19,Кіровоградська,7,7,152
2020-05-20,Кіровоградська,2,2,24
2020-05-21,Кіровоградська,6,6,88
2020-05-22,Кіровоградська,6,6,104
2020-05-23,Кіровоградська,7,7,88
2020-05-24,Кіровоградська,5,5,96
2020-05-25,Кіровоградська,11,11,160
2020-05-26,Кіровоградська,4,4,96
2020-05-27,Кіровоградська,6,6,144
2020-05-28,Кіровоградська,6,6,128
2020-05-29,Кіровоградська,1,1,8
2020-05-30,Кіровоградська,7,7,40
2020-05-31,Кіровоградська,0,0,40
2020-06-01,Кіровоградська,1,1,358
2020-06-02,Кіровоградська,10,10,451
2020-06-03,Кіровоградська,12,12,513
2020-06-04,Кіровоградська,0,0,488
2020-06-05,Кіровоградська,15,15,454
2020-06-06,Кіровоградська,7,7,425
2020-06-07,Кіровоградська,3,3,313
2020-06-08,Кіровоградська,0,0,192
2020-06-09,Кіровоградська,0,0,280
2020-06-10,Кіровоградська,4,4,507
2020-06-11,Кіровоградська,2,2,519
2020-06-12,Кіровоградська,8,8,487
2020-06-13,Кіровоградська,7,7,452
2020-06-14,Кіровоградська,4,4,450
2020-06-15,Кіровоградська,2,2,556
2020-06-16,Кіровоградська,2,2,587
2020-06-17,Кіровоградська,13,13,498
2020-06-18,Кіровоградська,0,0,508
2020-06-19,Кіровоградська,6,6,491
2020-06-20,Кіровоградська,8,8,457
2020-06-21,Кіровоградська,7,7,231
2020-06-22,Кіровоградська,4,4,238
2020-06-23,Кіровоградська,4,4,326
2020-06-24,Кіровоградська,2,2,540
2020-06-25,Кіровоградська,3,3,481
2020-06-26,Кіровоградська,4,4,518
2020-06-27,Кіровоградська,4,4,264
2020-06-28,Кіровоградська,0,0,40
2020-06-29,Кіровоградська,0,0,22
2020-06-30,Кіровоградська,1,1,450
2020-07-01,Кіровоградська,4,4,539
2020-07-02,Кіровоградська,3,3,396
2020-07-03,Кіровоградська,5,5,660
2020-07-04,Кіровоградська,0,0,451
2020-07-05,Кіровоградська,1,1,11
2020-07-06,Кіровоградська,4,4,210
2020-07-07,Кіровоградська,1,1,901
2020-07-08,Кіровоградська,3,3,463
2020-07-09,Кіровоградська,3,3,484
2020-07-10,Кіровоградська,0,0,430
2020-07-11,Кіровоградська,3,3,100
2020-07-12,Кіровоградська,1,1,37
2020-07-13,Кіровоградська,0,0,249
2020-07-14,Кіровоградська,0,0,669
2020-07-15,Кіровоградська,1,1,470
2020-07-16,Кіровоградська,2,2,475
2020-07-18,Кіровоградська,2,2,77
2020-07-19,Кіровоградська,2,2,16
2020-07-20,Кіровоградська,3,3,277
2020-07-21,Кіровоградська,2,2,718
2020-07-22,Кіровоградська,1,1,443
2020-07-24,Кіровоградська,2,2,286
2020-07-25,Кіровоградська,2,2,55
2020-07-26,Кіровоградська,3,3,24
2020-07-28,Кіровоградська,3,3,852
2020-07-29,Кіровоградська,2,2,381
2020-07-30,Кіровоградська,1,1,546
2020-07-31,Кіровоградська,1,1,507
2020-08-01,Кіровоградська,6,6,85
2020-08-02,Кіровоградська,1,1,29
2020-08-03,Кіровоградська,0,0,339
2020-08-05,Кіровоградська,2,2,501
2020-08-06,Кіровоградська,0,0,662
2020-08-07,Кіровоградська,3,3,603
2020-08-08,Кіровоградська,3,3,226
2020-08-09,Кіровоградська,3,3,69
2020-08-10,Кіровоградська,1,1,482
2020-08-11,Кіровоградська,2,2,831
2020-08-12,Кіровоградська,2,2,513
2020-08-16,Кіровоградська,2,2,31
2020-08-17,Кіровоградська,5,5,322
2020-08-18,Кіровоградська,1,1,823
2020-08-20,Кіровоградська,2,2,474
2020-08-21,Кіровоградська,4,4,333
2020-08-22,Кіровоградська,7,7,135
2020-08-23,Кіровоградська,4,4,23
2020-08-24,Кіровоградська,1,1,21
2020-08-25,Кіровоградська,2,2,311
2020-08-26,Кіровоградська,7,7,517
2020-08-27,Кіровоградська,12,12,516
2020-08-28,Кіровоградська,10,10,544
2020-08-29,Кіровоградська,6,6,65
2020-08-30,Кіровоградська,3,3,35
2020-08-31,Кіровоградська,2,2,648
2020-09-01,Кіровоградська,10,10,438
2020-09-02,Кіровоградська,6,6,542
2020-09-03,Кіровоградська,2,2,595
2020-09-04,Кіровоградська,10,10,640
2020-09-05,Кіровоградська,11,11,113
2020-09-06,Кіровоградська,3,3,69
2020-09-07,Кіровоградська,5,5,346
2020-09-08,Кіровоградська,4,4,556
2020-09-09,Кіровоградська,5,5,728
2020-09-10,Кіровоградська,16,16,813
2020-09-11,Кіровоградська,4,4,777
2020-09-12,Кіровоградська,12,12,266
2020-09-13,Кіровоградська,6,6,169
2020-09-14,Кіровоградська,21,21,540
2020-09-15,Кіровоградська,7,7,677
2020-09-16,Кіровоградська,29,29,1139
2020-09-17,Кіровоградська,9,9,801
2020-09-18,Кіровоградська,6,6,439
2020-09-19,Кіровоградська,13,13,360
2020-09-20,Кіровоградська,8,8,131
2020-09-21,Кіровоградська,11,11,599
2020-09-22,Кіровоградська,25,25,730
2020-09-23,Кіровоградська,9,9,589
2020-09-24,Кіровоградська,16,16,543
2020-09-25,Кіровоградська,16,16,796
2020-09-26,Кіровоградська,5,5,168
2020-09-27,Кіровоградська,4,4,88
2020-09-28,Кіровоградська,18,18,475
2020-09-29,Кіровоградська,16,16,647
2020-09-30,Кіровоградська,17,17,835
2020-10-01,Кіровоградська,13,13,489
2020-10-02,Кіровоградська,17,17,768
2020-10-03,Кіровоградська,19,19,149
2020-10-04,Кіровоградська,4,4,123
2020-10-05,Кіровоградська,11,11,583
2020-10-06,Кіровоградська,18,18,724
2020-10-07,Кіровоградська,33,33,409
2020-10-08,Кіровоградська,24,24,591
2020-10-09,Кіровоградська,12,12,838
2020-10-10,Кіровоградська,18,18,253
2020-10-11,Кіровоградська,16,16,122
2020-10-12,Кіровоградська,31,31,693
2020-10-13,Кіровоградська,69,69,1138
2020-10-14,Кіровоградська,6,6,493
2020-10-15,Кіровоградська,21,21,591
2020-10-16,Кіровоградська,71,71,1840
2020-10-17,Кіровоградська,26,26,301
2020-10-18,Кіровоградська,10,10,77
2020-10-19,Кіровоградська,59,59,482
2020-10-20,Кіровоградська,110,110,3542
2020-10-21,Кіровоградська,111,111,1405
2020-10-22,Кіровоградська,99,99,1616
2020-10-24,Кіровоградська,48,48,350
2020-10-25,Кіровоградська,10,10,184
2020-10-26,Кіровоградська,27,27,523
2020-10-27,Кіровоградська,100,100,1314
2020-10-28,Кіровоградська,167,167,1262
