date,state,positive_raw,positive,total
2020-07-06,Закарпатська,113,113,298
2020-07-07,Закарпатська,111,111,1019
2020-07-08,Закарпатська,110,110,1091
2020-07-09,Закарпатська,104,104,852
2020-07-10,Закарпатська,84,84,850
2020-07-11,Закарпатська,37,37,611
2020-07-12,Закарпатська,35,35,427
2020-07-13,Закарпатська,49,49,649
2020-07-14,Закарпатська,71,71,1030
2020-07-15,Закарпатська,64,64,913
2020-07-16,Закарпатська,75,75,1107
2020-07-18,Закарпатська,35,35,817
2020-07-19,Закарпатська,45,45,163
2020-07-20,Закарпатська,70,70,766
2020-07-21,Закарпатська,50,50,1273
2020-07-22,Закарпатська,68,68,714
2020-07-24,Закарпатська,56,56,1173
2020-07-25,Закарпатська,45,45,763
2020-07-26,Закарпатська,38,38,353
2020-07-28,Закарпатська,61,61,1019
2020-07-29,Закарпатська,67,67,809
2020-07-30,Закарпатська,109,109,937
2020-07-31,Закарпатська,105,105,889
2020-08-01,Закарпатська,28,28,822
2020-08-02,Закарпатська,22,22,136
2020-08-03,Закарпатська,84,84,1363
2020-08-05,Закарпатська,77,77,774
2020-08-06,Закарпатська,76,76,1102
2020-08-07,Закарпатська,89,89,1356
2020-08-08,Закарпатська,39,39,717
2020-08-09,Закарпатська,19,19,560
2020-08-10,Закарпатська,94,94,987
2020-08-11,Закарпатська,49,49,1500
2020-08-12,Закарпатська,103,103,952
2020-08-16,Закарпатська,35,35,106
2020-08-17,Закарпатська,102,102,792
2020-08-18,Закарпатська,143,143,1287
2020-08-20,Закарпатська,131,131,1810
2020-08-21,Закарпатська,136,136,1734
2020-08-22,Закарпатська,58,58,564
2020-08-23,Закарпатська,26,26,244
2020-08-24,Закарпатська,39,39,536
2020-08-25,Закарпатська,95,95,946
2020-08-26,Закарпатська,77,77,1646
2020-08-27,Закарпатська,97,97,1236
2020-08-28,Закарпатська,123,123,1481
2020-08-29,Закарпатська,40,40,970
2020-08-30,Закарпатська,24,24,185
2020-08-31,Закарпатська,87,87,1972
2020-09-01,Закарпатська,113,113,1293
2020-09-02,Закарпатська,67,67,973
2020-09-03,Закарпатська,81,81,1268
2020-09-04,Закарпатська,124,124,1066
2020-09-05,Закарпатська,51,51,557
2020-09-06,Закарпатська,42,42,150
2020-09-07,Закарпатська,80,80,1356
2020-09-08,Закарпатська,124,124,1925
2020-09-09,Закарпатська,95,95,1545
2020-09-10,Закарпатська,82,82,1487
2020-09-11,Закарпатська,123,123,824
2020-09-12,Закарпатська,90,90,690
2020-09-13,Закарпатська,1,1,150
2020-09-14,Закарпатська,87,87,1054
2020-09-15,Закарпатська,74,74,975
2020-09-16,Закарпатська,96,96,1445
2020-09-17,Закарпатська,90,90,1332
2020-09-18,Закарпатська,85,85,1485
2020-09-19,Закарпатська,33,33,760
2020-09-20,Закарпатська,29,29,230
2020-09-21,Закарпатська,68,68,991
2020-09-22,Закарпатська,58,58,1092
2020-09-23,Закарпатська,87,87,710
2020-09-24,Закарпатська,74,74,1082
2020-09-25,Закарпатська,81,81,514
2020-09-26,Закарпатська,73,73,985
2020-09-27,Закарпатська,19,19,282
2020-09-28,Закарпатська,79,79,756
2020-09-29,Закарпатська,85,85,768
2020-09-30,Закарпатська,122,122,913
2020-10-01,Закарпатська,96,96,1285
2020-10-02,Закарпатська,128,128,635
2020-10-03,Закарпатська,28,28,810
2020-10-04,Закарпатська,37,37,267
2020-10-05,Закарпатська,75,75,732
2020-10-06,Закарпатська,94,94,984
2020-10-07,Закарпатська,128,128,1027
2020-10-08,Закарпатська,147,147,1095
2020-10-09,Закарпатська,187,187,1038
2020-10-10,Закарпатська,101,101,503
2020-10-11,Закарпатська,21,21,282
2020-10-12,Закарпатська,133,133,1357
2020-10-13,Закарпатська,201,201,1343
2020-10-14,Закарпатська,139,139,852
2020-10-15,Закарпатська,135,135,1323
2020-10-16,Закарпатська,255,255,1216
2020-10-17,Закарпатська,99,99,510
2020-10-18,Закарпатська,60,60,457
2020-10-19,Закарпатська,207,207,1629
2020-10-20,Закарпатська,220,220,1792
2020-10-21,Закарпатська,329,329,1522
2020-10-22,Закарпатська,292,292,1390
2020-10-24,Закарпатська,216,216,1718
2020-10-25,Закарпатська,33,33,278
2020-10-26,Закарпатська,204,204,1340
2020-10-27,Закарпатська,367,377,2094
2020-10-28,Закарпатська,365,382,1975
2020-10-29,Закарпатська,335,366,2427
2020-10-30,Закарпатська,297,340,1870
2020-10-31,Закарпатська,113,141,1323
2020-11-01,Закарпатська,34,48,1013
2020-11-02,Закарпатська,218,370,1434
2020-11-03,Закарпатська,36,94,2847
2020-03-12,Запорізька,0,0,3
2020-03-19,Запорізька,0,0,9
2020-03-20,Запорізька,0,0,6
2020-03-24,Запорізька,2,2,6
2020-03-25,Запорізька,6,6,69
2020-03-26,Запорізька,0,0,18
2020-03-27,Запорізька,2,2,9
2020-03-28,Запорізька,1,1,39
2020-03-29,Запорізька,2,2,15
2020-03-30,Запорізька,0,0,6
2020-03-31,Запорізька,6,6,63
2020-04-01,Запорізька,3,3,42
2020-04-02,Запорізька,6,6,39
2020-04-03,Запорізька,4,4,54
2020-04-04,Запорізька,8,8,27
2020-04-05,Запорізька,1,1,15
2020-04-06,Запорізька,3,3,30
2020-04-07,Запорізька,1,1,36
2020-04-08,Запорізька,8,8,36
2020-04-09,Запорізька,1,1,27
2020-04-10,Запорізька,30,30,111
2020-04-11,Запорізька,0,0,6
2020-04-12,Запорізька,4,4,33
2020-04-13,Запорізька,8,8,30
2020-04-14,Запорізька,14,14,120
2020-04-15,Запорізька,8,8,96
2020-04-16,Запорізька,9,9,129
2020-04-17,Запорізька,2,2,57
2020-04-18,Запорізька,3,3,51
2020-04-19,Запорізька,3,3,48
2020-04-20,Запорізька,3,3,12
2020-04-21,Запорізька,8,8,87
2020-04-22,Запорізька,13,13,120
2020-04-23,Запорізька,9,9,87
2020-04-24,Запорізька,15,15,135
2020-04-25,Запорізька,20,20,75
2020-04-26,Запорізька,4,4,48
2020-04-27,Запорізька,17,17,90
2020-04-28,Запорізька,16,16,114
2020-04-29,Запорізька,19,19,111
2020-04-30,Запорізька,10,10,90
2020-05-01,Запорізька,7,7,95
2020-05-02,Запорізька,5,5,50
2020-05-03,Запорізька,6,6,30
2020-05-04,Запорізька,8,8,160
2020-05-05,Запорізька,4,4,135
2020-05-06,Запорізька,11,11,195
2020-05-07,Запорізька,8,8,160
2020-05-08,Запорізька,8,8,175
2020-05-09,Запорізька,2,2,100
2020-05-10,Запорізька,3,3,10
2020-05-12,Запорізька,11,11,230
2020-05-13,Запорізька,12,12,245
2020-05-14,Запорізька,11,11,150
2020-05-15,Запорізька,14,14,125
2020-05-16,Запорізька,4,4,72
2020-05-17,Запорізька,2,2,16
2020-05-18,Запорізька,5,5,112
2020-05-19,Запорізька,4,4,40
2020-05-20,Запорізька,3,3,80
2020-05-21,Запорізька,3,3,56
2020-05-22,Запорізька,4,4,96
2020-05-23,Запорізька,3,3,64
2020-05-24,Запорізька,4,4,40
2020-05-25,Запорізька,4,4,88
2020-05-26,Запорізька,7,7,96
2020-05-27,Запорізька,2,2,160
2020-05-28,Запорізька,8,8,176
2020-05-29,Запорізька,5,5,88
2020-05-30,Запорізька,3,3,8
2020-05-31,Запорізька,6,6,8
2020-06-01,Запорізька,9,9,485
2020-06-02,Запорізька,6,6,625
2020-06-03,Запорізька,6,6,616
2020-06-04,Запорізька,9,9,713
2020-06-05,Запорізька,10,10,558
2020-06-06,Запорізька,4,4,342
2020-06-07,Запорізька,2,2,130
2020-06-08,Запорізька,2,2,123
2020-06-09,Запорізька,10,10,670
2020-06-10,Запорізька,3,3,630
2020-06-11,Запорізька,7,7,655
2020-06-12,Запорізька,5,5,537
2020-06-13,Запорізька,6,6,316
2020-06-14,Запорізька,0,0,131
2020-06-15,Запорізька,8,8,497
2020-06-16,Запорізька,2,2,717
2020-06-17,Запорізька,5,5,712
2020-06-18,Запорізька,6,6,621
2020-06-19,Запорізька,1,1,636
2020-06-20,Запорізька,3,3,163
2020-06-21,Запорізька,0,0,123
2020-06-22,Запорізька,5,5,531
2020-06-23,Запорізька,2,2,645
2020-06-24,Запорізька,0,0,798
2020-06-25,Запорізька,4,4,624
2020-06-26,Запорізька,1,1,598
2020-06-27,Запорізька,4,4,298
2020-06-28,Запорізька,2,2,267
2020-06-29,Запорізька,2,2,58
2020-06-30,Запорізька,2,2,700
2020-07-01,Запорізька,3,3,576
2020-07-02,Запорізька,4,4,687
2020-07-03,Запорізька,16,16,733
2020-07-04,Запорізька,1,1,557
2020-07-05,Запорізька,0,0,264
2020-07-06,Запорізька,2,2,572
2020-07-07,Запорізька,5,5,689
2020-07-08,Запорізька,7,7,825
2020-07-09,Запорізька,1,1,570
2020-07-10,Запорізька,2,2,602
2020-07-11,Запорізька,8,8,338
2020-07-12,Запорізька,1,1,334
2020-07-13,Запорізька,4,4,542
2020-07-14,Запорізька,14,14,610
2020-07-15,Запорізька,7,7,968
2020-07-16,Запорізька,11,11,669
2020-07-18,Запорізька,6,6,514
2020-07-19,Запорізька,4,4,245
2020-07-20,Запорізька,5,5,756
2020-07-21,Запорізька,14,14,856
2020-07-22,Запорізька,9,9,994
2020-07-24,Запорізька,7,7,947
2020-07-25,Запорізька,11,11,503
2020-07-26,Запорізька,9,9,458
2020-07-28,Запорізька,15,15,916
2020-07-29,Запорізька,15,15,644
2020-07-30,Запорізька,12,12,1054
2020-07-31,Запорізька,28,28,823
2020-08-01,Запорізька,15,15,505
2020-08-02,Запорізька,8,8,476
2020-08-03,Запорізька,15,15,873
2020-08-05,Запорізька,7,7,1240
2020-08-06,Запорізька,19,19,1061
2020-08-07,Запорізька,29,29,1038
2020-08-08,Запорізька,11,11,768
2020-08-09,Запорізька,14,14,472
2020-08-10,Запорізька,12,12,1104
2020-08-11,Запорізька,42,42,1329
2020-08-12,Запорізька,16,16,1329
2020-08-16,Запорізька,22,22,643
2020-08-17,Запорізька,14,14,890
2020-08-18,Запорізька,56,56,1256
2020-08-20,Запорізька,66,66,1404
2020-08-21,Запорізька,24,24,1901
2020-08-22,Запорізька,26,26,851
2020-08-23,Запорізька,17,17,802
2020-08-24,Запорізька,18,18,242
2020-08-25,Запорізька,7,7,1369
2020-08-26,Запорізька,44,44,1808
2020-08-27,Запорізька,20,20,1942
2020-08-28,Запорізька,45,45,1663
2020-08-29,Запорізька,34,34,672
2020-08-30,Запорізька,29,29,670
2020-08-31,Запорізька,14,14,1992
2020-09-01,Запорізька,84,84,1348
2020-09-02,Запорізька,70,70,2265
2020-09-03,Запорізька,125,125,2616
2020-09-04,Запорізька,48,48,1428
2020-09-05,Запорізька,37,37,1372
2020-09-06,Запорізька,112,112,950
2020-09-07,Запорізька,19,19,1685
2020-09-08,Запорізька,90,90,1970
2020-09-09,Запорізька,112,112,1660
2020-09-10,Запорізька,63,63,1682
2020-09-11,Запорізька,73,73,1737
2020-09-12,Запорізька,85,85,1075
2020-09-13,Запорізька,112,112,1056
2020-09-14,Запорізька,95,95,2227
2020-09-15,Запорізька,26,26,2196
2020-09-16,Запорізька,86,86,1100
2020-09-17,Запорізька,86,86,1571
2020-09-18,Запорізька,121,121,1498
2020-09-19,Запорізька,82,82,809
2020-09-20,Запорізька,86,86,861
2020-09-21,Запорізька,138,138,2484
2020-09-22,Запорізька,100,100,1945
2020-09-23,Запорізька,127,127,1888
2020-09-24,Запорізька,116,116,1516
2020-09-25,Запорізька,207,207,1879
2020-09-26,Запорізька,141,141,1169
2020-09-27,Запорізька,29,29,753
2020-09-28,Запорізька,73,73,1133
2020-09-29,Запорізька,320,320,2481
2020-09-30,Запорізька,231,231,2017
2020-10-01,Запорізька,218,218,1644
2020-10-02,Запорізька,238,238,2023
2020-10-03,Запорізька,264,264,1419
2020-10-04,Запорізька,70,70,1138
2020-10-05,Запорізька,97,97,871
2020-10-06,Запорізька,153,153,2738
2020-10-07,Запорізька,229,229,1865
2020-10-08,Запорізька,116,116,2062
2020-10-09,Запорізька,145,145,2088
2020-10-10,Запорізька,126,126,1352
2020-10-11,Запорізька,142,142,1152
2020-10-12,Запорізька,297,297,1783
2020-10-13,Запорізька,247,247,2670
2020-10-14,Запорізька,228,228,2072
2020-10-15,Запорізька,476,476,2535
2020-10-16,Запорізька,272,272,1901
2020-10-17,Запорізька,395,395,2279
2020-10-18,Запорізька,60,60,1217
2020-10-19,Запорізька,252,252,2334
2020-10-20,Запорізька,549,549,5146
2020-10-21,Запорізька,250,258,3314
2020-10-22,Запорізька,587,620,3120
2020-10-24,Запорізька,215,253,2362
2020-10-25,Запорізька,57,74,1791
2020-10-26,Запорізька,291,427,3613
2020-10-27,Запорізька,211,365,3300
2020-10-28,Запорізька,160,352,3115
2020-10-29,Запорізька,125,388,3160
2020-10-30,Запорізька,93,357,3918
2020-10-31,Запорізька,57,364,2739
2020-11-01,Запорізька,43,372,1470
2020-11-02,Запорізька,29,379,2890
2020-11-03,Запорізька,7,387,2441
2020-03-02,Івано-Франківська,0,0,6
2020-03-19,Івано-Франківська,1,1,66
2020-03-20,Івано-Франківська,1,1,9
2020-03-22,Івано-Франківська,3,3,33
2020-03-25,Івано-Франківська,11,11,132
2020-03-26,Івано-Франківська,8,8,78
2020-03-27,Івано-Франківська,4,4,39
2020-03-28,Івано-Франківська,13,13,66
2020-03-30,Івано-Франківська,5,5,36
2020-03-31,Івано-Франківська,21,21,141
2020-04-01,Івано-Франківська,11,11,90
2020-04-02,Івано-Франківська,17,17,300
2020-04-03,Івано-Франківська,5,5,111
2020-04-04,Івано-Франківська,15,15,96
2020-04-05,Івано-Франківська,36,36,273
2020-04-06,Івано-Франківська,41,41,234
2020-04-07,Івано-Франківська,15,15,153
2020-04-08,Івано-Франківська,66,66,606
2020-04-09,Івано-Франківська,8,8,240
2020-04-10,Івано-Франківська,36,36,453
2020-04-11,Івано-Франківська,36,36,255
2020-04-12,Івано-Франківська,4,4,15
2020-04-13,Івано-Франківська,20,20,432
2020-04-14,Івано-Франківська,51,51,660
2020-04-15,Івано-Франківська,30,30,399
2020-04-16,Івано-Франківська,35,35,537
2020-04-17,Івано-Франківська,16,16,534
2020-04-18,Івано-Франківська,49,49,714
2020-04-19,Івано-Франківська,35,35,438
2020-04-20,Івано-Франківська,14,14,291
2020-04-21,Івано-Франківська,48,48,627
2020-04-22,Івано-Франківська,40,40,504
2020-04-23,Івано-Франківська,14,14,519
2020-04-24,Івано-Франківська,35,35,768
2020-04-25,Івано-Франківська,36,36,825
2020-04-26,Івано-Франківська,1,1,183
2020-04-27,Івано-Франківська,54,54,1005
2020-04-28,Івано-Франківська,23,23,666
2020-04-29,Івано-Франківська,36,36,735
2020-04-30,Івано-Франківська,29,29,1120
2020-05-01,Івано-Франківська,37,37,1000
2020-05-02,Івано-Франківська,19,19,805
2020-05-03,Івано-Франківська,17,17,515
2020-05-04,Івано-Франківська,27,27,1390
2020-05-05,Івано-Франківська,23,23,1225
2020-05-06,Івано-Франківська,17,17,845
2020-05-07,Івано-Франківська,23,23,1070
2020-05-08,Івано-Франківська,18,18,700
2020-05-09,Івано-Франківська,29,29,1095
2020-05-10,Івано-Франківська,3,3,185
2020-05-11,Івано-Франківська,4,4,390
2020-05-12,Івано-Франківська,16,16,375
2020-05-13,Івано-Франківська,26,26,630
2020-05-14,Івано-Франківська,19,19,610
2020-05-15,Івано-Франківська,12,12,650
2020-05-16,Івано-Франківська,17,17,1296
2020-05-17,Івано-Франківська,4,4,496
2020-05-18,Івано-Франківська,13,13,1344
2020-05-19,Івано-Франківська,10,10,1080
2020-05-20,Івано-Франківська,9,9,424
2020-05-21,Івано-Франківська,6,6,560
2020-05-22,Івано-Франківська,7,7,824
2020-05-23,Івано-Франківська,4,4,624
2020-05-24,Івано-Франківська,5,5,328
2020-05-25,Івано-Франківська,31,31,1696
2020-05-26,Івано-Франківська,10,10,1088
2020-05-27,Івано-Франківська,10,10,512
2020-05-28,Івано-Франківська,30,30,968
2020-05-29,Івано-Франківська,32,32,1096
2020-05-30,Івано-Франківська,31,31,856
2020-05-31,Івано-Франківська,19,19,856
2020-06-01,Івано-Франківська,17,17,365
2020-06-02,Івано-Франківська,19,19,330
2020-06-03,Івано-Франківська,22,22,344
2020-06-04,Івано-Франківська,41,41,328
2020-06-05,Івано-Франківська,13,13,310
2020-06-06,Івано-Франківська,20,20,315
2020-06-07,Івано-Франківська,7,7,180
2020-06-08,Івано-Франківська,19,19,370
2020-06-09,Івано-Франківська,22,22,360
2020-06-10,Івано-Франківська,27,27,330
2020-06-11,Івано-Франківська,16,16,390
2020-06-12,Івано-Франківська,40,40,312
2020-06-13,Івано-Франківська,21,21,412
2020-06-14,Івано-Франківська,36,36,414
2020-06-15,Івано-Франківська,30,30,402
2020-06-16,Івано-Франківська,34,34,574
2020-06-17,Івано-Франківська,58,58,442
2020-06-18,Івано-Франківська,48,48,454
2020-06-19,Івано-Франківська,38,38,411
2020-06-20,Івано-Франківська,39,39,365
2020-06-21,Івано-Франківська,28,28,370
2020-06-22,Івано-Франківська,41,41,390
2020-06-23,Івано-Франківська,50,50,380
2020-06-24,Івано-Франківська,53,53,385
2020-06-25,Івано-Франківська,44,44,420
2020-06-26,Івано-Франківська,67,67,397
2020-06-27,Івано-Франківська,46,46,350
2020-06-28,Івано-Франківська,34,34,365
2020-06-29,Івано-Франківська,29,29,380
2020-06-30,Івано-Франківська,58,58,370
2020-07-01,Івано-Франківська,67,67,425
2020-07-02,Івано-Франківська,33,33,390
2020-07-03,Івано-Франківська,67,67,394
2020-07-04,Івано-Франківська,29,29,312
2020-07-05,Івано-Франківська,25,25,350
2020-07-06,Івано-Франківська,61,61,422
2020-07-07,Івано-Франківська,64,64,1070
2020-07-08,Івано-Франківська,51,51,1014
2020-07-09,Івано-Франківська,51,51,1043
2020-07-10,Івано-Франківська,76,76,1084
2020-07-11,Івано-Франківська,29,29,1130
2020-07-12,Івано-Франківська,28,28,1094
2020-07-13,Івано-Франківська,57,57,1154
2020-07-14,Івано-Франківська,139,139,1071
2020-07-15,Івано-Франківська,85,85,1194
2020-07-16,Івано-Франківська,92,92,1010
2020-07-18,Івано-Франківська,37,37,905
2020-07-19,Івано-Франківська,55,55,901
2020-07-20,Івано-Франківська,89,89,882
2020-07-21,Івано-Франківська,75,75,1102
2020-07-22,Івано-Франківська,103,103,990
2020-07-24,Івано-Франківська,139,139,1114
2020-07-25,Івано-Франківська,80,80,1024
2020-07-26,Івано-Франківська,72,72,859
2020-07-28,Івано-Франківська,143,143,974
2020-07-29,Івано-Франківська,194,194,1090
2020-07-30,Івано-Франківська,156,156,1082
2020-07-31,Івано-Франківська,154,154,978
2020-08-01,Івано-Франківська,20,20,736
2020-08-02,Івано-Франківська,45,45,726
2020-08-03,Івано-Франківська,126,126,958
2020-08-05,Івано-Франківська,173,173,1134
2020-08-06,Івано-Франківська,112,112,1000
2020-08-07,Івано-Франківська,129,129,1120
2020-08-08,Івано-Франківська,48,48,976
2020-08-09,Івано-Франківська,26,26,926
2020-08-10,Івано-Франківська,214,214,930
2020-08-11,Івано-Франківська,259,259,995
2020-08-12,Івано-Франківська,196,196,964
2020-08-16,Івано-Франківська,35,35,931
2020-08-17,Івано-Франківська,253,253,958
2020-08-18,Івано-Франківська,210,210,1027
2020-08-20,Івано-Франківська,260,260,990
2020-08-21,Івано-Франківська,157,157,956
2020-08-22,Івано-Франківська,129,129,960
2020-08-23,Івано-Франківська,76,76,984
2020-08-24,Івано-Франківська,212,212,1069
2020-08-25,Івано-Франківська,245,245,1107
2020-08-26,Івано-Франківська,276,276,1230
2020-08-27,Івано-Франківська,201,201,1146
2020-08-28,Івано-Франківська,89,89,1112
2020-08-29,Івано-Франківська,104,104,955
2020-08-30,Івано-Франківська,4,4,901
2020-08-31,Івано-Франківська,291,291,1043
2020-09-01,Івано-Франківська,131,131,1056
2020-09-02,Івано-Франківська,152,152,1048
2020-09-03,Івано-Франківська,174,174,1090
2020-09-04,Івано-Франківська,184,184,1074
2020-09-05,Івано-Франківська,203,203,1008
2020-09-06,Івано-Франківська,36,36,957
2020-09-07,Івано-Франківська,154,154,1187
2020-09-08,Івано-Франківська,141,141,1237
2020-09-09,Івано-Франківська,146,146,1279
2020-09-10,Івано-Франківська,256,256,1276
2020-09-11,Івано-Франківська,208,208,1191
2020-09-12,Івано-Франківська,67,67,1042
2020-09-13,Івано-Франківська,68,68,1048
2020-09-14,Івано-Франківська,179,179,1154
2020-09-15,Івано-Франківська,285,285,1101
2020-09-16,Івано-Франківська,191,191,1317
2020-09-17,Івано-Франківська,58,58,1220
2020-09-18,Івано-Франківська,46,46,1286
2020-09-19,Івано-Франківська,255,255,1070
2020-09-20,Івано-Франківська,25,25,1010
2020-09-21,Івано-Франківська,152,152,1056
2020-09-22,Івано-Франківська,182,182,1090
2020-09-23,Івано-Франківська,103,103,1090
2020-09-24,Івано-Франківська,113,113,1056
2020-09-25,Івано-Франківська,248,248,1108
2020-09-26,Івано-Франківська,117,117,944
2020-09-27,Івано-Франківська,1,1,872
2020-09-28,Івано-Франківська,144,144,1038
2020-09-29,Івано-Франківська,152,152,1090
2020-09-30,Івано-Франківська,155,155,1108
2020-10-01,Івано-Франківська,119,119,1148
2020-10-02,Івано-Франківська,231,231,1178
2020-10-03,Івано-Франківська,56,56,1040
2020-10-04,Івано-Франківська,0,0,829
2020-10-05,Івано-Франківська,167,167,1040
2020-10-06,Івано-Франківська,257,257,1144
2020-10-07,Івано-Франківська,132,132,1262
2020-10-08,Івано-Франківська,168,168,1292
2020-10-09,Івано-Франківська,298,298,1303
2020-10-10,Івано-Франківська,126,126,1376
2020-10-11,Івано-Франківська,0,0,1031
2020-10-12,Івано-Франківська,261,261,1243
2020-10-13,Івано-Франківська,370,370,1357
2020-10-14,Івано-Франківська,35,35,1292
2020-10-15,Івано-Франківська,218,218,1264
2020-10-16,Івано-Франківська,327,327,1336
2020-10-17,Івано-Франківська,218,218,1039
2020-10-18,Івано-Франківська,1,1,997
2020-10-19,Івано-Франківська,180,180,1255
2020-10-20,Івано-Франківська,283,283,1452
2020-10-21,Івано-Франківська,285,285,1420
2020-10-22,Івано-Франківська,543,543,1557
2020-10-24,Івано-Франківська,533,533,1123
2020-10-25,Івано-Франківська,5,5,799
2020-10-26,Івано-Франківська,641,641,1442
2020-10-27,Івано-Франківська,453,453,1446
2020-10-28,Івано-Франківська,713,713,1721
2020-10-29,Івано-Франківська,716,737,1668
2020-10-30,Івано-Франківська,200,236,1553
2020-10-31,Івано-Франківська,6,9,1294
2020-11-01,Івано-Франківська,9,17,1064
2020-11-02,Івано-Франківська,9,18,1561
2020-11-03,Івано-Франківська,6,16,1880
2020-03-13,Київська,0,0,3
2020-03-17,Київська,1,1,6
2020-03-18,Київська,1,1,15
2020-03-19,Київська,0,0,9
2020-03-20,Київська,3,3,21
2020-03-22,Київська,0,0,3
2020-03-23,Київська,14,14,69
2020-03-24,Київська,5,5,42
2020-03-25,Київська,2,2,18
2020-03-26,Київська,6,6,48
2020-03-27,Київська,11,11,78
2020-03-28,Київська,4,4,72
2020-03-29,Київська,4,4,102
2020-03-30,Київська,2,2,63
2020-03-31,Київська,4,4,141
2020-04-01,Київська,5,5,108
2020-04-02,Київська,6,6,51
2020-04-03,Київська,2,2,135
2020-04-04,Київська,8,8,99
2020-04-05,Київська,10,10,66
2020-04-06,Київська,5,5,120
2020-04-07,Київська,21,21,111
2020-04-08,Київська,11,11,189
2020-04-09,Київська,10,10,153
2020-04-10,Київська,13,13,243
2020-04-11,Київська,70,70,387
2020-04-12,Київська,4,4,75
2020-04-13,Київська,10,10,90
2020-04-14,Київська,4,4,114
2020-04-15,Київська,24,24,246
2020-04-16,Київська,19,19,237
2020-04-17,Київська,26,26,276
2020-04-18,Київська,14,14,261
2020-04-19,Київська,41,41,246
2020-04-20,Київська,29,29,147
2020-04-21,Київська,27,27,189
2020-04-22,Київська,62,62,294
2020-04-23,Київська,33,33,228
2020-04-24,Київська,9,9,93
2020-04-25,Київська,26,26,264
2020-04-26,Київська,42,42,384
2020-04-27,Київська,34,34,357
2020-04-28,Київська,43,43,207
2020-04-29,Київська,11,11,210
2020-04-30,Київська,55,55,465
2020-05-01,Київська,19,19,225
2020-05-02,Київська,56,56,410
2020-05-03,Київська,39,39,395
2020-05-04,Київська,35,35,305
2020-05-05,Київська,16,16,210
2020-05-06,Київська,17,17,440
2020-05-07,Київська,27,27,230
2020-05-08,Київська,24,24,195
2020-05-09,Київська,25,25,425
2020-05-10,Київська,32,32,315
2020-05-11,Київська,12,12,160
2020-05-12,Київська,28,28,325
2020-05-13,Київська,26,26,280
2020-05-14,Київська,33,33,320
2020-05-15,Київська,39,39,325
2020-05-16,Київська,56,56,608
2020-05-17,Київська,23,23,312
2020-05-18,Київська,27,27,400
2020-05-19,Київська,35,35,512
2020-05-20,Київська,36,36,408
2020-05-21,Київська,33,33,496
2020-05-22,Київська,43,43,560
2020-05-23,Київська,13,13,240
2020-05-24,Київська,35,35,360
2020-05-25,Київська,28,28,200
2020-05-26,Київська,30,30,240
2020-05-27,Київська,16,16,112
2020-05-28,Київська,28,28,240
2020-05-29,Київська,17,17,88
2020-05-30,Київська,18,18,8
2020-05-31,Київська,36,36,8
2020-06-01,Київська,25,25,735
2020-06-02,Київська,15,15,689
2020-06-03,Київська,46,46,866
2020-06-04,Київська,49,49,1064
2020-06-05,Київська,36,36,1282
2020-06-06,Київська,22,22,683
2020-06-07,Київська,22,22,522
2020-06-08,Київська,20,20,460
2020-06-09,Київська,26,26,455
2020-06-10,Київська,44,44,460
2020-06-11,Київська,40,40,894
2020-06-12,Київська,32,32,771
2020-06-13,Київська,56,56,760
2020-06-14,Київська,18,18,672
2020-06-15,Київська,20,20,833
2020-06-16,Київська,33,33,699
2020-06-17,Київська,11,11,952
2020-06-18,Київська,53,53,927
2020-06-19,Київська,47,47,628
2020-06-20,Київська,40,40,392
2020-06-21,Київська,33,33,584
2020-06-22,Київська,37,37,736
2020-06-23,Київська,53,53,1017
2020-06-24,Київська,43,43,776
2020-06-25,Київська,37,37,817
2020-06-26,Київська,55,55,822
2020-06-27,Київська,38,38,709
2020-06-28,Київська,57,57,828
2020-06-29,Київська,14,14,201
2020-06-30,Київська,38,38,628
2020-07-01,Київська,47,47,816
2020-07-02,Київська,44,44,1154
2020-07-03,Київська,42,42,772
2020-07-04,Київська,22,22,499
2020-07-05,Київська,17,17,439
2020-07-06,Київська,18,18,411
2020-07-07,Київська,44,44,1065
2020-07-08,Київська,40,40,1075
2020-07-09,Київська,41,41,966
2020-07-10,Київська,55,55,874
2020-07-11,Київська,28,28,656
2020-07-12,Київська,22,22,449
2020-07-13,Київська,23,23,852
2020-07-14,Київська,27,27,716
2020-07-15,Київська,29,29,888
2020-07-16,Київська,74,74,1448
2020-07-18,Київська,21,21,564
2020-07-19,Київська,18,18,339
2020-07-20,Київська,27,27,415
2020-07-21,Київська,36,36,1216
2020-07-22,Київська,44,44,1185
2020-07-24,Київська,41,41,864
2020-07-25,Київська,26,26,652
2020-07-26,Київська,16,16,645
2020-07-28,Київська,59,59,682
2020-07-29,Київська,58,58,1125
2020-07-30,Київська,95,95,810
2020-07-31,Київська,95,95,1306
2020-08-01,Київська,72,72,680
2020-08-02,Київська,53,53,494
2020-08-03,Київська,51,51,940
2020-08-05,Київська,66,66,916
2020-08-06,Київська,92,92,1166
2020-08-07,Київська,86,86,1132
2020-08-08,Київська,79,79,785
2020-08-09,Київська,50,50,672
2020-08-10,Київська,58,58,852
2020-08-11,Київська,100,100,1108
2020-08-12,Київська,116,116,1288
2020-08-16,Київська,36,36,768
2020-08-17,Київська,166,166,1528
2020-08-18,Київська,109,109,981
2020-08-20,Київська,79,79,990
2020-08-21,Київська,112,112,1283
2020-08-22,Київська,99,99,800
